[31-12-2023 16:01:57:661 > FiddleYardSimulator.cs > Start() > line 128] ### Fiddle Yard Simulator started ###
[31-12-2023 16:01:57:693 > FiddleYardSimulator.cs > Start() > line 147] FYSim created 12 FYSimTrains.
[31-12-2023 16:03:03:741 > FiddleYardSimulator.cs > SimulatorUpdate() > line 247] FYSim State_Machine = State.MIP50xDeactivatexPosxReg
[31-12-2023 16:03:03:800 > FiddleYardSimulator.cs > SimulatorUpdate() > line 463] FYSim State_Machine = State.Idle
[31-12-2023 16:03:03:858 > FiddleYardSimulator.cs > SimulatorUpdate() > line 252] FYSim State_Machine = State.MIP50xReadxPosition
[31-12-2023 16:03:04:328 > FiddleYardSimulator.cs > SimulatorUpdate() > line 522] FYSim State_Machine = State.Idle
[31-12-2023 16:03:06:738 > FiddleYardSimulator.cs > SimulatorUpdate() > line 252] FYSim State_Machine = State.MIP50xReadxPosition
[31-12-2023 16:03:07:253 > FiddleYardSimulator.cs > SimulatorUpdate() > line 522] FYSim State_Machine = State.Idle
[31-12-2023 16:03:07:441 > FiddleYardSimulator.cs > SimulatorUpdate() > line 242] FYSim State_Machine = State.MIP50xActivatexPosxReg
[31-12-2023 16:03:07:517 > FiddleYardSimulator.cs > SimulatorUpdate() > line 436] FYSim State_Machine = State.Idle
[31-12-2023 16:03:07:612 > FiddleYardSimulator.cs > SimulatorUpdate() > line 217] FYSim State_Machine = State.MIP50xAbs_Pos
[31-12-2023 16:03:07:632 > FiddleYardSimulator.cs > SimulatorUpdate() > line 284] FYSim State_Machine = State.FiddleMultipleMove
[31-12-2023 16:03:07:899 > FiddleYardSimulator.cs > SimulatorUpdate() > line 294] FYSim true == FYMove.FiddleMultipleMove(kicksimulator)
[31-12-2023 16:03:07:900 > FiddleYardSimulator.cs > SimulatorUpdate() > line 296] FYSim State_Machine = State.MIP50xSetxPositioningxVelxDefault from State.FiddleMultipleMove
[31-12-2023 16:03:07:968 > FiddleYardSimulator.cs > SimulatorUpdate() > line 354] FYSim State_Machine = State.Idle
[31-12-2023 16:03:08:017 > FiddleYardSimulator.cs > SimulatorUpdate() > line 247] FYSim State_Machine = State.MIP50xDeactivatexPosxReg
[31-12-2023 16:03:08:079 > FiddleYardSimulator.cs > SimulatorUpdate() > line 463] FYSim State_Machine = State.Idle
[31-12-2023 16:03:08:134 > FiddleYardSimulator.cs > SimulatorUpdate() > line 252] FYSim State_Machine = State.MIP50xReadxPosition
[31-12-2023 16:03:08:596 > FiddleYardSimulator.cs > SimulatorUpdate() > line 522] FYSim State_Machine = State.Idle
[31-12-2023 16:03:10:834 > FiddleYardSimulator.cs > SimulatorUpdate() > line 252] FYSim State_Machine = State.MIP50xReadxPosition
[31-12-2023 16:03:11:319 > FiddleYardSimulator.cs > SimulatorUpdate() > line 522] FYSim State_Machine = State.Idle
[31-12-2023 16:03:11:492 > FiddleYardSimulator.cs > SimulatorUpdate() > line 242] FYSim State_Machine = State.MIP50xActivatexPosxReg
[31-12-2023 16:03:11:555 > FiddleYardSimulator.cs > SimulatorUpdate() > line 436] FYSim State_Machine = State.Idle
[31-12-2023 16:03:11:665 > FiddleYardSimulator.cs > SimulatorUpdate() > line 217] FYSim State_Machine = State.MIP50xAbs_Pos
[31-12-2023 16:03:11:676 > FiddleYardSimulator.cs > SimulatorUpdate() > line 284] FYSim State_Machine = State.FiddleMultipleMove
[31-12-2023 16:03:12:065 > FiddleYardSimulator.cs > SimulatorUpdate() > line 294] FYSim true == FYMove.FiddleMultipleMove(kicksimulator)
[31-12-2023 16:03:12:065 > FiddleYardSimulator.cs > SimulatorUpdate() > line 296] FYSim State_Machine = State.MIP50xSetxPositioningxVelxDefault from State.FiddleMultipleMove
[31-12-2023 16:03:12:141 > FiddleYardSimulator.cs > SimulatorUpdate() > line 354] FYSim State_Machine = State.Idle
[31-12-2023 16:03:12:158 > FiddleYardSimulator.cs > SimulatorUpdate() > line 247] FYSim State_Machine = State.MIP50xDeactivatexPosxReg
[31-12-2023 16:03:12:220 > FiddleYardSimulator.cs > SimulatorUpdate() > line 463] FYSim State_Machine = State.Idle
[31-12-2023 16:03:12:266 > FiddleYardSimulator.cs > SimulatorUpdate() > line 252] FYSim State_Machine = State.MIP50xReadxPosition
[31-12-2023 16:03:12:750 > FiddleYardSimulator.cs > SimulatorUpdate() > line 522] FYSim State_Machine = State.Idle
[31-12-2023 16:03:14:270 > FiddleYardSimulator.cs > SimulatorUpdate() > line 252] FYSim State_Machine = State.MIP50xReadxPosition
[31-12-2023 16:03:14:775 > FiddleYardSimulator.cs > SimulatorUpdate() > line 522] FYSim State_Machine = State.Idle
[31-12-2023 16:03:17:620 > FiddleYardSimulator.cs > SimulatorUpdate() > line 252] FYSim State_Machine = State.MIP50xReadxPosition
[31-12-2023 16:03:18:110 > FiddleYardSimulator.cs > SimulatorUpdate() > line 522] FYSim State_Machine = State.Idle
[31-12-2023 16:03:18:270 > FiddleYardSimulator.cs > SimulatorUpdate() > line 242] FYSim State_Machine = State.MIP50xActivatexPosxReg
[31-12-2023 16:03:18:329 > FiddleYardSimulator.cs > SimulatorUpdate() > line 436] FYSim State_Machine = State.Idle
[31-12-2023 16:03:18:446 > FiddleYardSimulator.cs > SimulatorUpdate() > line 217] FYSim State_Machine = State.MIP50xAbs_Pos
[31-12-2023 16:03:18:457 > FiddleYardSimulator.cs > SimulatorUpdate() > line 284] FYSim State_Machine = State.FiddleMultipleMove
[31-12-2023 16:03:18:896 > FiddleYardSimulator.cs > SimulatorUpdate() > line 294] FYSim true == FYMove.FiddleMultipleMove(kicksimulator)
[31-12-2023 16:03:18:897 > FiddleYardSimulator.cs > SimulatorUpdate() > line 296] FYSim State_Machine = State.MIP50xSetxPositioningxVelxDefault from State.FiddleMultipleMove
[31-12-2023 16:03:18:970 > FiddleYardSimulator.cs > SimulatorUpdate() > line 354] FYSim State_Machine = State.Idle
[31-12-2023 16:03:19:067 > FiddleYardSimulator.cs > SimulatorUpdate() > line 247] FYSim State_Machine = State.MIP50xDeactivatexPosxReg
[31-12-2023 16:03:19:128 > FiddleYardSimulator.cs > SimulatorUpdate() > line 463] FYSim State_Machine = State.Idle
[31-12-2023 16:03:19:187 > FiddleYardSimulator.cs > SimulatorUpdate() > line 252] FYSim State_Machine = State.MIP50xReadxPosition
[31-12-2023 16:03:19:656 > FiddleYardSimulator.cs > SimulatorUpdate() > line 522] FYSim State_Machine = State.Idle
[31-12-2023 16:03:22:323 > FiddleYardSimulator.cs > SimulatorUpdate() > line 252] FYSim State_Machine = State.MIP50xReadxPosition
[31-12-2023 16:03:22:798 > FiddleYardSimulator.cs > SimulatorUpdate() > line 522] FYSim State_Machine = State.Idle
[31-12-2023 16:03:23:025 > FiddleYardSimulator.cs > SimulatorUpdate() > line 242] FYSim State_Machine = State.MIP50xActivatexPosxReg
[31-12-2023 16:03:23:079 > FiddleYardSimulator.cs > SimulatorUpdate() > line 436] FYSim State_Machine = State.Idle
[31-12-2023 16:03:23:207 > FiddleYardSimulator.cs > SimulatorUpdate() > line 217] FYSim State_Machine = State.MIP50xAbs_Pos
[31-12-2023 16:03:23:218 > FiddleYardSimulator.cs > SimulatorUpdate() > line 284] FYSim State_Machine = State.FiddleMultipleMove
[31-12-2023 16:03:23:318 > FiddleYardSimulator.cs > SimulatorUpdate() > line 294] FYSim true == FYMove.FiddleMultipleMove(kicksimulator)
[31-12-2023 16:03:23:319 > FiddleYardSimulator.cs > SimulatorUpdate() > line 296] FYSim State_Machine = State.MIP50xSetxPositioningxVelxDefault from State.FiddleMultipleMove
[31-12-2023 16:03:23:453 > FiddleYardSimulator.cs > SimulatorUpdate() > line 354] FYSim State_Machine = State.Idle
[31-12-2023 16:03:23:566 > FiddleYardSimulator.cs > SimulatorUpdate() > line 247] FYSim State_Machine = State.MIP50xDeactivatexPosxReg
[31-12-2023 16:03:23:647 > FiddleYardSimulator.cs > SimulatorUpdate() > line 463] FYSim State_Machine = State.Idle
[31-12-2023 16:03:23:704 > FiddleYardSimulator.cs > SimulatorUpdate() > line 252] FYSim State_Machine = State.MIP50xReadxPosition
[31-12-2023 16:03:24:179 > FiddleYardSimulator.cs > SimulatorUpdate() > line 522] FYSim State_Machine = State.Idle
[31-12-2023 16:03:26:726 > FiddleYardSimulator.cs > SimulatorUpdate() > line 252] FYSim State_Machine = State.MIP50xReadxPosition
[31-12-2023 16:03:27:214 > FiddleYardSimulator.cs > SimulatorUpdate() > line 522] FYSim State_Machine = State.Idle
[31-12-2023 16:03:27:425 > FiddleYardSimulator.cs > SimulatorUpdate() > line 242] FYSim State_Machine = State.MIP50xActivatexPosxReg
[31-12-2023 16:03:27:499 > FiddleYardSimulator.cs > SimulatorUpdate() > line 436] FYSim State_Machine = State.Idle
[31-12-2023 16:03:27:612 > FiddleYardSimulator.cs > SimulatorUpdate() > line 217] FYSim State_Machine = State.MIP50xAbs_Pos
[31-12-2023 16:03:27:633 > FiddleYardSimulator.cs > SimulatorUpdate() > line 284] FYSim State_Machine = State.FiddleMultipleMove
[31-12-2023 16:03:28:081 > FiddleYardSimulator.cs > SimulatorUpdate() > line 294] FYSim true == FYMove.FiddleMultipleMove(kicksimulator)
[31-12-2023 16:03:28:081 > FiddleYardSimulator.cs > SimulatorUpdate() > line 296] FYSim State_Machine = State.MIP50xSetxPositioningxVelxDefault from State.FiddleMultipleMove
[31-12-2023 16:03:28:180 > FiddleYardSimulator.cs > SimulatorUpdate() > line 354] FYSim State_Machine = State.Idle
[31-12-2023 16:03:28:206 > FiddleYardSimulator.cs > SimulatorUpdate() > line 247] FYSim State_Machine = State.MIP50xDeactivatexPosxReg
[31-12-2023 16:03:28:281 > FiddleYardSimulator.cs > SimulatorUpdate() > line 463] FYSim State_Machine = State.Idle
[31-12-2023 16:03:28:328 > FiddleYardSimulator.cs > SimulatorUpdate() > line 252] FYSim State_Machine = State.MIP50xReadxPosition
[31-12-2023 16:03:28:833 > FiddleYardSimulator.cs > SimulatorUpdate() > line 522] FYSim State_Machine = State.Idle
[31-12-2023 16:03:30:355 > FiddleYardSimulator.cs > SimulatorUpdate() > line 252] FYSim State_Machine = State.MIP50xReadxPosition
[31-12-2023 16:03:30:814 > FiddleYardSimulator.cs > SimulatorUpdate() > line 522] FYSim State_Machine = State.Idle
[31-12-2023 16:03:33:922 > FiddleYardSimulator.cs > SimulatorUpdate() > line 252] FYSim State_Machine = State.MIP50xReadxPosition
[31-12-2023 16:03:34:410 > FiddleYardSimulator.cs > SimulatorUpdate() > line 522] FYSim State_Machine = State.Idle
[31-12-2023 16:03:34:598 > FiddleYardSimulator.cs > SimulatorUpdate() > line 242] FYSim State_Machine = State.MIP50xActivatexPosxReg
[31-12-2023 16:03:34:659 > FiddleYardSimulator.cs > SimulatorUpdate() > line 436] FYSim State_Machine = State.Idle
[31-12-2023 16:03:34:780 > FiddleYardSimulator.cs > SimulatorUpdate() > line 217] FYSim State_Machine = State.MIP50xAbs_Pos
[31-12-2023 16:03:34:799 > FiddleYardSimulator.cs > SimulatorUpdate() > line 284] FYSim State_Machine = State.FiddleMultipleMove
[31-12-2023 16:03:35:288 > FiddleYardSimulator.cs > SimulatorUpdate() > line 294] FYSim true == FYMove.FiddleMultipleMove(kicksimulator)
[31-12-2023 16:03:35:289 > FiddleYardSimulator.cs > SimulatorUpdate() > line 296] FYSim State_Machine = State.MIP50xSetxPositioningxVelxDefault from State.FiddleMultipleMove
[31-12-2023 16:03:35:367 > FiddleYardSimulator.cs > SimulatorUpdate() > line 354] FYSim State_Machine = State.Idle
[31-12-2023 16:03:35:459 > FiddleYardSimulator.cs > SimulatorUpdate() > line 247] FYSim State_Machine = State.MIP50xDeactivatexPosxReg
[31-12-2023 16:03:35:518 > FiddleYardSimulator.cs > SimulatorUpdate() > line 463] FYSim State_Machine = State.Idle
[31-12-2023 16:03:35:579 > FiddleYardSimulator.cs > SimulatorUpdate() > line 252] FYSim State_Machine = State.MIP50xReadxPosition
[31-12-2023 16:03:36:048 > FiddleYardSimulator.cs > SimulatorUpdate() > line 522] FYSim State_Machine = State.Idle
[31-12-2023 16:03:38:601 > FiddleYardSimulator.cs > SimulatorUpdate() > line 252] FYSim State_Machine = State.MIP50xReadxPosition
[31-12-2023 16:03:39:108 > FiddleYardSimulator.cs > SimulatorUpdate() > line 522] FYSim State_Machine = State.Idle
[31-12-2023 16:03:39:272 > FiddleYardSimulator.cs > SimulatorUpdate() > line 242] FYSim State_Machine = State.MIP50xActivatexPosxReg
[31-12-2023 16:03:39:335 > FiddleYardSimulator.cs > SimulatorUpdate() > line 436] FYSim State_Machine = State.Idle
[31-12-2023 16:03:39:459 > FiddleYardSimulator.cs > SimulatorUpdate() > line 217] FYSim State_Machine = State.MIP50xAbs_Pos
[31-12-2023 16:03:39:499 > FiddleYardSimulator.cs > SimulatorUpdate() > line 284] FYSim State_Machine = State.FiddleMultipleMove
[31-12-2023 16:03:39:985 > FiddleYardSimulator.cs > SimulatorUpdate() > line 294] FYSim true == FYMove.FiddleMultipleMove(kicksimulator)
[31-12-2023 16:03:39:986 > FiddleYardSimulator.cs > SimulatorUpdate() > line 296] FYSim State_Machine = State.MIP50xSetxPositioningxVelxDefault from State.FiddleMultipleMove
[31-12-2023 16:03:40:052 > FiddleYardSimulator.cs > SimulatorUpdate() > line 354] FYSim State_Machine = State.Idle
[31-12-2023 16:03:40:091 > FiddleYardSimulator.cs > SimulatorUpdate() > line 247] FYSim State_Machine = State.MIP50xDeactivatexPosxReg
[31-12-2023 16:03:40:158 > FiddleYardSimulator.cs > SimulatorUpdate() > line 463] FYSim State_Machine = State.Idle
[31-12-2023 16:03:40:199 > FiddleYardSimulator.cs > SimulatorUpdate() > line 252] FYSim State_Machine = State.MIP50xReadxPosition
[31-12-2023 16:03:40:662 > FiddleYardSimulator.cs > SimulatorUpdate() > line 522] FYSim State_Machine = State.Idle
[31-12-2023 16:03:42:416 > FiddleYardSimulator.cs > SimulatorUpdate() > line 252] FYSim State_Machine = State.MIP50xReadxPosition
[31-12-2023 16:03:42:924 > FiddleYardSimulator.cs > SimulatorUpdate() > line 522] FYSim State_Machine = State.Idle
[31-12-2023 16:03:45:574 > FiddleYardSimulator.cs > SimulatorUpdate() > line 252] FYSim State_Machine = State.MIP50xReadxPosition
[31-12-2023 16:03:46:064 > FiddleYardSimulator.cs > SimulatorUpdate() > line 522] FYSim State_Machine = State.Idle
[31-12-2023 16:03:46:268 > FiddleYardSimulator.cs > SimulatorUpdate() > line 242] FYSim State_Machine = State.MIP50xActivatexPosxReg
[31-12-2023 16:03:46:346 > FiddleYardSimulator.cs > SimulatorUpdate() > line 436] FYSim State_Machine = State.Idle
[31-12-2023 16:03:46:472 > FiddleYardSimulator.cs > SimulatorUpdate() > line 217] FYSim State_Machine = State.MIP50xAbs_Pos
[31-12-2023 16:03:46:484 > FiddleYardSimulator.cs > SimulatorUpdate() > line 284] FYSim State_Machine = State.FiddleMultipleMove
[31-12-2023 16:03:47:501 > FiddleYardSimulator.cs > SimulatorUpdate() > line 294] FYSim true == FYMove.FiddleMultipleMove(kicksimulator)
[31-12-2023 16:03:47:502 > FiddleYardSimulator.cs > SimulatorUpdate() > line 296] FYSim State_Machine = State.MIP50xSetxPositioningxVelxDefault from State.FiddleMultipleMove
[31-12-2023 16:03:47:568 > FiddleYardSimulator.cs > SimulatorUpdate() > line 354] FYSim State_Machine = State.Idle
[31-12-2023 16:03:47:596 > FiddleYardSimulator.cs > SimulatorUpdate() > line 247] FYSim State_Machine = State.MIP50xDeactivatexPosxReg
[31-12-2023 16:03:47:658 > FiddleYardSimulator.cs > SimulatorUpdate() > line 463] FYSim State_Machine = State.Idle
[31-12-2023 16:03:47:725 > FiddleYardSimulator.cs > SimulatorUpdate() > line 252] FYSim State_Machine = State.MIP50xReadxPosition
[31-12-2023 16:03:48:113 > FiddleYardSimulator.cs > SimulatorUpdate() > line 522] FYSim State_Machine = State.Idle
[31-12-2023 16:03:50:097 > FiddleYardSimulator.cs > SimulatorUpdate() > line 252] FYSim State_Machine = State.MIP50xReadxPosition
[31-12-2023 16:03:50:500 > FiddleYardSimulator.cs > SimulatorUpdate() > line 522] FYSim State_Machine = State.Idle
[31-12-2023 16:03:50:645 > FiddleYardSimulator.cs > SimulatorUpdate() > line 242] FYSim State_Machine = State.MIP50xActivatexPosxReg
[31-12-2023 16:03:50:704 > FiddleYardSimulator.cs > SimulatorUpdate() > line 436] FYSim State_Machine = State.Idle
[31-12-2023 16:03:50:828 > FiddleYardSimulator.cs > SimulatorUpdate() > line 217] FYSim State_Machine = State.MIP50xAbs_Pos
[31-12-2023 16:03:50:851 > FiddleYardSimulator.cs > SimulatorUpdate() > line 284] FYSim State_Machine = State.FiddleMultipleMove
[31-12-2023 16:03:50:955 > FiddleYardSimulator.cs > SimulatorUpdate() > line 294] FYSim true == FYMove.FiddleMultipleMove(kicksimulator)
[31-12-2023 16:03:50:956 > FiddleYardSimulator.cs > SimulatorUpdate() > line 296] FYSim State_Machine = State.MIP50xSetxPositioningxVelxDefault from State.FiddleMultipleMove
[31-12-2023 16:03:51:030 > FiddleYardSimulator.cs > SimulatorUpdate() > line 354] FYSim State_Machine = State.Idle
[31-12-2023 16:03:51:055 > FiddleYardSimulator.cs > SimulatorUpdate() > line 247] FYSim State_Machine = State.MIP50xDeactivatexPosxReg
[31-12-2023 16:03:51:126 > FiddleYardSimulator.cs > SimulatorUpdate() > line 463] FYSim State_Machine = State.Idle
[31-12-2023 16:03:51:175 > FiddleYardSimulator.cs > SimulatorUpdate() > line 252] FYSim State_Machine = State.MIP50xReadxPosition
[31-12-2023 16:03:51:631 > FiddleYardSimulator.cs > SimulatorUpdate() > line 522] FYSim State_Machine = State.Idle
[31-12-2023 16:03:53:855 > FiddleYardSimulator.cs > SimulatorUpdate() > line 252] FYSim State_Machine = State.MIP50xReadxPosition
[31-12-2023 16:03:54:297 > FiddleYardSimulator.cs > SimulatorUpdate() > line 522] FYSim State_Machine = State.Idle
[31-12-2023 16:03:54:523 > FiddleYardSimulator.cs > SimulatorUpdate() > line 242] FYSim State_Machine = State.MIP50xActivatexPosxReg
[31-12-2023 16:03:54:586 > FiddleYardSimulator.cs > SimulatorUpdate() > line 436] FYSim State_Machine = State.Idle
[31-12-2023 16:03:54:708 > FiddleYardSimulator.cs > SimulatorUpdate() > line 217] FYSim State_Machine = State.MIP50xAbs_Pos
[31-12-2023 16:03:54:739 > FiddleYardSimulator.cs > SimulatorUpdate() > line 284] FYSim State_Machine = State.FiddleMultipleMove
[31-12-2023 16:03:54:821 > FiddleYardSimulator.cs > SimulatorUpdate() > line 294] FYSim true == FYMove.FiddleMultipleMove(kicksimulator)
[31-12-2023 16:03:54:844 > FiddleYardSimulator.cs > SimulatorUpdate() > line 296] FYSim State_Machine = State.MIP50xSetxPositioningxVelxDefault from State.FiddleMultipleMove
[31-12-2023 16:03:54:909 > FiddleYardSimulator.cs > SimulatorUpdate() > line 354] FYSim State_Machine = State.Idle
[31-12-2023 16:03:54:940 > FiddleYardSimulator.cs > SimulatorUpdate() > line 247] FYSim State_Machine = State.MIP50xDeactivatexPosxReg
[31-12-2023 16:03:55:001 > FiddleYardSimulator.cs > SimulatorUpdate() > line 463] FYSim State_Machine = State.Idle
[31-12-2023 16:03:55:054 > FiddleYardSimulator.cs > SimulatorUpdate() > line 252] FYSim State_Machine = State.MIP50xReadxPosition
[31-12-2023 16:03:55:501 > FiddleYardSimulator.cs > SimulatorUpdate() > line 522] FYSim State_Machine = State.Idle
[31-12-2023 16:03:57:124 > FiddleYardSimulator.cs > SimulatorUpdate() > line 252] FYSim State_Machine = State.MIP50xReadxPosition
[31-12-2023 16:03:57:595 > FiddleYardSimulator.cs > SimulatorUpdate() > line 522] FYSim State_Machine = State.Idle
[31-12-2023 16:04:00:225 > FiddleYardSimulator.cs > SimulatorUpdate() > line 252] FYSim State_Machine = State.MIP50xReadxPosition
[31-12-2023 16:04:00:673 > FiddleYardSimulator.cs > SimulatorUpdate() > line 522] FYSim State_Machine = State.Idle
[31-12-2023 16:04:00:846 > FiddleYardSimulator.cs > SimulatorUpdate() > line 242] FYSim State_Machine = State.MIP50xActivatexPosxReg
[31-12-2023 16:04:00:908 > FiddleYardSimulator.cs > SimulatorUpdate() > line 436] FYSim State_Machine = State.Idle
[31-12-2023 16:04:01:018 > FiddleYardSimulator.cs > SimulatorUpdate() > line 217] FYSim State_Machine = State.MIP50xAbs_Pos
[31-12-2023 16:04:01:040 > FiddleYardSimulator.cs > SimulatorUpdate() > line 284] FYSim State_Machine = State.FiddleMultipleMove
[31-12-2023 16:04:01:125 > FiddleYardSimulator.cs > SimulatorUpdate() > line 294] FYSim true == FYMove.FiddleMultipleMove(kicksimulator)
[31-12-2023 16:04:01:148 > FiddleYardSimulator.cs > SimulatorUpdate() > line 296] FYSim State_Machine = State.MIP50xSetxPositioningxVelxDefault from State.FiddleMultipleMove
[31-12-2023 16:04:01:241 > FiddleYardSimulator.cs > SimulatorUpdate() > line 354] FYSim State_Machine = State.Idle
[31-12-2023 16:04:01:257 > FiddleYardSimulator.cs > SimulatorUpdate() > line 247] FYSim State_Machine = State.MIP50xDeactivatexPosxReg
[31-12-2023 16:04:01:317 > FiddleYardSimulator.cs > SimulatorUpdate() > line 463] FYSim State_Machine = State.Idle
[31-12-2023 16:04:01:437 > FiddleYardSimulator.cs > SimulatorUpdate() > line 252] FYSim State_Machine = State.MIP50xReadxPosition
[31-12-2023 16:04:01:909 > FiddleYardSimulator.cs > SimulatorUpdate() > line 522] FYSim State_Machine = State.Idle
[31-12-2023 16:04:03:370 > FiddleYardSimulator.cs > SimulatorUpdate() > line 252] FYSim State_Machine = State.MIP50xReadxPosition
[31-12-2023 16:04:03:859 > FiddleYardSimulator.cs > SimulatorUpdate() > line 522] FYSim State_Machine = State.Idle
[31-12-2023 16:04:06:460 > FiddleYardSimulator.cs > SimulatorUpdate() > line 252] FYSim State_Machine = State.MIP50xReadxPosition
[31-12-2023 16:04:06:974 > FiddleYardSimulator.cs > SimulatorUpdate() > line 522] FYSim State_Machine = State.Idle
